Regime,USD_share_pct,USDT_share_pct,USDC_share_pct
Pre-SVB,81.30697442334251,16.59562940629126,2.0973961703662454
Crisis,80.342536949004,15.364258070416522,4.293204980579477
Post-SVB,86.92468504138286,12.064957070424802,1.010357888192342
