Regime,binance_btcusdt_share_pct,binance_btcusdc_share_pct,coinbase_btcusd_share_pct,coinbase_btcusdt_share_pct,kraken_btcusd_share_pct,kraken_btcusdt_share_pct,kraken_btcusdc_share_pct
Pre-SVB,12.64450275156047,0.985468460085699,65.0419814109637,2.54714400700387,16.264993012378792,1.4039826477269184,1.1119277102805465
Crisis,10.531848776726594,0.5450015830315242,59.07347029855478,2.4418050800817324,21.269066650449226,2.3906042136081944,3.748203397547953
Post-SVB,7.419761885810514,0.4050031086891417,64.9175175755103,2.930253066920292,22.00716746587256,1.7149421176939945,0.6053547795032005
